"Item 
Name","Item 
Type","Structural Material 
Name","Item 
Material","Element 
Name","Element 
Type","Element 
Family","Element 
Category","Element 
Id","Element 
Area m²","Element 
Elevation at Bottom m","Element 
Elevation at Top m","Element 
Level","Element 
Perimeter m","Item 
GUID","Item 
Source File"
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23048482,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39153,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23048484,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39155,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051356,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c2d,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051358,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c2f,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051360,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c11,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051362,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c13,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051364,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c15,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051366,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c17,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051368,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c19,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 250 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23051370,,,,,,77017f5a-484e-4a16-b3b0-8f782cc39c1b,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23090114,,,,,,cd4636fd-5887-4732-9774-24cafc547319,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23090145,,,,,,cd4636fd-5887-4732-9774-24cafc54733a,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23091087,,,,,,cd4636fd-5887-4732-9774-24cafc547754,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23091089,,,,,,cd4636fd-5887-4732-9774-24cafc54774a,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23091483,,,,,,cd4636fd-5887-4732-9774-24cafc5479c0,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23091485,,,,,,cd4636fd-5887-4732-9774-24cafc5479c6,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23092876,,,,,,cd4636fd-5887-4732-9774-24cafc547e57,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23092878,,,,,,cd4636fd-5887-4732-9774-24cafc547e55,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23093329,,,,,,cd4636fd-5887-4732-9774-24cafc54408a,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23093331,,,,,,cd4636fd-5887-4732-9774-24cafc544088,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23135827,,,,,,d20f760e-32f1-4fb1-a1da-a1348025d904,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23135829,,,,,,d20f760e-32f1-4fb1-a1da-a1348025d902,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23138646,,,,,,8eb502b1-6870-4f35-bd31-655cab0df24a,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_Angles ANZ,Structural Framing: 10_ST_FR_S_Angles ANZ: 75EA6,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,75EA6,75EA6,10_ST_FR_S_Angles ANZ,Structural Framing,23138648,,,,,,8eb502b1-6870-4f35-bd31-655cab0df244,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23119745,,7.027,7.166,,,945432ce-261a-4a98-9e74-236c4df3793f,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23128621,,7.95,8.089,,,945432ce-261a-4a98-9e74-236c4df35493,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23128893,,7.027,7.166,,,945432ce-261a-4a98-9e74-236c4df35583,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23129044,,7.615,7.754,,,945432ce-261a-4a98-9e74-236c4df3556a,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23129149,,7.615,7.754,,,945432ce-261a-4a98-9e74-236c4df35283,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - C350L0,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23130075,,9.598,9.737,,,945432ce-261a-4a98-9e74-236c4df35165,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - C350L0,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23130201,,9.262,9.402,,,945432ce-261a-4a98-9e74-236c4df34ee7,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - C350L0,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23130260,,9.262,9.402,,,945432ce-261a-4a98-9e74-236c4df34e2a,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - C350L0,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23130359,,8.675,8.814,,,945432ce-261a-4a98-9e74-236c4df34e49,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - C350L0,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23130448,,8.675,8.814,,,945432ce-261a-4a98-9e74-236c4df34fee,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23130725,,7.027,7.166,,,945432ce-261a-4a98-9e74-236c4df34cdb,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23130928,,7.027,7.166,,,945432ce-261a-4a98-9e74-236c4df34d8e,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23131082,,7.027,7.166,,,945432ce-261a-4a98-9e74-236c4df34d74,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_CHS(G350) ANZ,Structural Framing: 10_ST_FR_S_CHS(G350) ANZ: 139.7x3.5CHS,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,139.7x3.5CHS,139.7x3.5CHS,10_ST_FR_S_CHS(G350) ANZ,Structural Framing,23135650,,,,,,d20f760e-32f1-4fb1-a1da-a1348025daf5,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 150PFC,Metal - Steel - 250 MPa,,150PFC,150PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23028981,,3.258,3.408,,,edc6231a-8673-42af-a882-8952449fb237,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 150PFC,Metal - Steel - 250 MPa,,150PFC,150PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23028977,,2.125,2.275,,,edc6231a-8673-42af-a882-8952449fb233,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 150PFC,Metal - Steel - 250 MPa,,150PFC,150PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23028979,,1.045,1.195,,,edc6231a-8673-42af-a882-8952449fb231,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 250 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23138638,,3.662,3.738,,,8eb502b1-6870-4f35-bd31-655cab0df252,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23144947,,,,,,4e8c310f-c7aa-46da-8589-f52bcf5c3eb5,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23145405,,,,,,4e8c310f-c7aa-46da-8589-f52bcf5c3cfb,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23145702,,5.983,6.183,,,4e8c310f-c7aa-46da-8589-f52bcf5c3ba0,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23145801,,5.983,6.183,,,4e8c310f-c7aa-46da-8589-f52bcf5c3a0f,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23146238,,5.983,6.183,,,4e8c310f-c7aa-46da-8589-f52bcf5c39b8,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23146449,,5.983,6.183,,,4e8c310f-c7aa-46da-8589-f52bcf5c3897,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23152596,,5.035,5.235,,,64331bdb-3428-43dc-b9c7-7da46af33691,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23152744,,5.035,5.235,,,64331bdb-3428-43dc-b9c7-7da46af3392d,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_PFC ANZ,Structural Framing: 10_ST_FR_S_PFC ANZ: 200PFC,Metal - Steel - 300 MPa,,200PFC,200PFC,10_ST_FR_S_PFC ANZ,Structural Framing,23153154,,5.035,5.235,,,64331bdb-3428-43dc-b9c7-7da46af33b47,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 250UB31,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,250UB31,250UB31,10_ST_FR_S_UB ANZ,Structural Framing,23032559,,,,,,ed9d025e-c612-4d8e-b37e-d7f785b829dd,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 250UB31,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,250UB31,250UB31,10_ST_FR_S_UB ANZ,Structural Framing,23032561,,,,,,ed9d025e-c612-4d8e-b37e-d7f785b829c3,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 250UB31,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,250UB31,250UB31,10_ST_FR_S_UB ANZ,Structural Framing,23032551,,,,,,ed9d025e-c612-4d8e-b37e-d7f785b829d5,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 250UB31,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,250UB31,250UB31,10_ST_FR_S_UB ANZ,Structural Framing,23032553,,,,,,ed9d025e-c612-4d8e-b37e-d7f785b829db,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 310UB32,Metal - Steel - 300 MPa,,310UB32,310UB32,10_ST_FR_S_UB ANZ,Structural Framing,23144548,,4.737,5.035,,,4e8c310f-c7aa-46da-8589-f52bcf5c3f22,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 310UB32,Metal - Steel - 300 MPa,,310UB32,310UB32,10_ST_FR_S_UB ANZ,Structural Framing,23145403,,4.737,5.035,,,4e8c310f-c7aa-46da-8589-f52bcf5c3cfd,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 360UB51,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,360UB51,360UB51,10_ST_FR_S_UB ANZ,Structural Framing,23129878,,,,,,945432ce-261a-4a98-9e74-236c4df351a8,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 360UB51,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,360UB51,360UB51,10_ST_FR_S_UB ANZ,Structural Framing,23131303,,,,,,945432ce-261a-4a98-9e74-236c4df34a19,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 360UB51,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,360UB51,360UB51,10_ST_FR_S_UB ANZ,Structural Framing,23032555,,,,,,ed9d025e-c612-4d8e-b37e-d7f785b829d9,JH-MOD-S-32-0001_POLYMER AREA.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 360UB51,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,360UB51,360UB51,10_ST_FR_S_UB ANZ,Structural Framing,23032563,,,,,,ed9d025e-c612-4d8e-b37e-d7f785b829c1,JH-MOD-S-32-0001_POLYMER AREA.rvt
Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing: Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005: Z20019,,,Z20019,Z20019,Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing,23060354,,7.071,7.279,,,55fa46c1-df18-45f2-8ef0-4ba0cf22caba,JH-MOD-S-32-0001_POLYMER AREA.rvt
Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing: Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005: Z20019,,Beca Metal - Steel - Purlin,Z20019,Z20019,Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing,23060938,,1.547,1.755,,,55fa46c1-df18-45f2-8ef0-4ba0cf22f4f2,JH-MOD-S-32-0001_POLYMER AREA.rvt
Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing: Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005: Z20019,,Beca Metal - Steel - Purlin,Z20019,Z20019,Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing,23060940,,0.166,0.374,,,55fa46c1-df18-45f2-8ef0-4ba0cf22f4f4,JH-MOD-S-32-0001_POLYMER AREA.rvt
Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing: Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005: Z20019,,,Z20019,Z20019,Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing,23060942,,4.309,4.517,,,55fa46c1-df18-45f2-8ef0-4ba0cf22f4f6,JH-MOD-S-32-0001_POLYMER AREA.rvt
Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing: Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005: Z20019,,,Z20019,Z20019,Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing,23060946,,5.69,5.898,,,55fa46c1-df18-45f2-8ef0-4ba0cf22f4ea,JH-MOD-S-32-0001_POLYMER AREA.rvt
Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing: Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005: Z20019,,,Z20019,Z20019,Steel-Z Purlin-2021 (SF)-Generic-AS4600-2005,Structural Framing,23060948,,7.921,8.129,,,55fa46c1-df18-45f2-8ef0-4ba0cf22f4ec,JH-MOD-S-32-0001_POLYMER AREA.rvt
