gid,Code,Name,Includes,Associated,Level,Description,Img_1,Img_2,Page
197,B2010.60 / 21-02 20 10 60 / EF 25 10,Equipment Screens,Includes: Exterior wall construction to screen equipment from public view. ,Associated Masterformat Sections: 03 40 00 / 04 20 00 / 08 92 00 ,350,"Inclusions
• connections",,,64
585,E10 / 21-05 10 00 / --,Equipment,,Associated Masterformat Sections: 11 00 00 / 01 87 13 ,100,"Inclusions
• Diagrammatic or schematic model elements:
• conceptual and/or schematic layout;",,,160
324,D1010.10 / 21-04 10 10 10 / Ss 80 50 60 26,Elevators,"Includes: Passenger and freight elevators of all types, including cars, enclosures, controls, safety equipment, hoist way equipment, and elevator machinery. Includes associated metal fabrications including pit ladders. ",Associated Masterformat Sections: 01 85 00 / 14 20 00 / 14 21 13 / 14 21 23 / 14 21 33 14 21 43 / 14 24 13 / 14 24 23 / 14 24 33 / 14 24 43 / 14 26 00 / 14 27 00 / 14 28 00 ,100,See D10,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/990.png,,99
325,D1010.10 / 21-04 10 10 10 / Ss 80 50 60 26,Elevators,"Includes: Passenger and freight elevators of all types, including cars, enclosures, controls, safety equipment, hoist way equipment, and elevator machinery. Includes associated metal fabrications including pit ladders. ",Associated Masterformat Sections: 01 85 00 / 14 20 00 / 14 21 13 / 14 21 23 / 14 21 33 14 21 43 / 14 24 13 / 14 24 23 / 14 24 33 / 14 24 43 / 14 26 00 / 14 27 00 / 14 28 00 ,200,"Inclusions
• Assumed envelope of shaft
• Pit
• Location and nominal size of all stops and doors
• Specify conveyance type (e.g., hydraulic vs. traction
elevator)
• Specify what is being conveyed (e.g., people vs.
freight)
• Location of elevator machine",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/995.png,,100
326,D1010.10 / 21-04 10 10 10 / Ss 80 50 60 26,Elevators,"Includes: Passenger and freight elevators of all types, including cars, enclosures, controls, safety equipment, hoist way equipment, and elevator machinery. Includes associated metal fabrications including pit ladders. ",Associated Masterformat Sections: 01 85 00 / 14 20 00 / 14 21 13 / 14 21 23 / 14 21 33 14 21 43 / 14 24 13 / 14 24 23 / 14 24 33 / 14 24 43 / 14 26 00 / 14 27 00 / 14 28 00 ,300,"Inclusions
• Pathway envelope of moving parts (e.g., cab,
counterweight), including required clearances
• system elements(e.g., tracks)
• Pits, control rooms, machine rooms, and associated
equipment if applicable.
• Major structural support elements (e.g., elevator
beam).",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/996.png,,100
327,D1010.10 / 21-04 10 10 10 / Ss 80 50 60 26,Elevators,"Includes: Passenger and freight elevators of all types, including cars, enclosures, controls, safety equipment, hoist way equipment, and elevator machinery. Includes associated metal fabrications including pit ladders. ",Associated Masterformat Sections: 01 85 00 / 14 20 00 / 14 21 13 / 14 21 23 / 14 21 33 14 21 43 / 14 24 13 / 14 24 23 / 14 24 33 / 14 24 43 / 14 26 00 / 14 27 00 / 14 28 00 ,350,"Inclusions:
• Connections: mechanical and/or electrical services.
• connection points between elevator components and
building structure
• Sizing adjusted to the actual manufacturer
specifications.
• Guiding tracks/rails
• Service/access zones",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1001.png,,101
328,D1010.10 / 21-04 10 10 10 / Ss 80 50 60 26,Elevators,"Includes: Passenger and freight elevators of all types, including cars, enclosures, controls, safety equipment, hoist way equipment, and elevator machinery. Includes associated metal fabrications including pit ladders. ",Associated Masterformat Sections: 01 85 00 / 14 20 00 / 14 21 13 / 14 21 23 / 14 21 33 14 21 43 / 14 24 13 / 14 24 23 / 14 24 33 / 14 24 43 / 14 26 00 / 14 27 00 / 14 28 00 ,400,"Inclusions
• All connections, supports, framing, and other
supplementary components.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1002.png,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1003.png,101
679,G40 / 21-07 40 / --,Electrical Site Improvements,,Associated Masterformat Sections: 01 89 26 ,100,"Inclusions:
• Diagrammatic or schematic model elements:
• conceptual and/or schematic layout;",,,188
519,D5020.90 / 21-04 50 20 90 / Ss 70 30 45 45,Electrical Service and Distribution Supplementary Components,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, utility poles, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in electrical service and distribution systems elements above as appropriate. ",Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 46 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,100,See D50,,,149
520,D5020.90 / 21-04 50 20 90 / Ss 70 30 45 45,Electrical Service and Distribution Supplementary Components,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, utility poles, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in electrical service and distribution systems elements above as appropriate. ",Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 46 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,200,See D5020,,,149
521,D5020.90 / 21-04 50 20 90 / Ss 70 30 45 45,Electrical Service and Distribution Supplementary Components,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, utility poles, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in electrical service and distribution systems elements above as appropriate. ",Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 46 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,300,"Inclusions:
• Design-specified size, shape, spacing, and location
of raceways, boxes, enclosures, and the electrical
equipment and end-devices served;
• Approximate allowances for clearances required for
all specified hangers, supports, and seismic control;
• Access/code clearance requirements modeled.",,,149
522,D5020.90 / 21-04 50 20 90 / Ss 70 30 45 45,Electrical Service and Distribution Supplementary Components,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, utility poles, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in electrical service and distribution systems elements above as appropriate. ",Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 46 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,350,"Inclusions:
• Actual size, shape, spacing, and location of
raceways, boxes, enclosures, and the electrical
equipment and end-devices served;
• Actual size, shape, spacing, and location for
supports and seismic control;
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements
modeled.",,,149
523,D5020.90 / 21-04 50 20 90 / Ss 70 30 45 45,Electrical Service and Distribution Supplementary Components,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, utility poles, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in electrical service and distribution systems elements above as appropriate. ",Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 46 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,,149
501,D5020 / 21-04 50 20 / Ss 70 30,Electrical Service and Distribution,Includes: Electrical Service and Distribution Supplementary Components as appropriate. ,,100,See D50,,,143
502,D5020 / 21-04 50 20 / Ss 70 30,Electrical Service and Distribution,Includes: Electrical Service and Distribution Supplementary Components as appropriate. ,,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of equipment;",,,143
503,D5020 / 21-04 50 20 / Ss 70 30,Electrical Service and Distribution,Includes: Electrical Service and Distribution Supplementary Components as appropriate. ,,300,"Inclusions:
• Design-specified size, shape, spacing, and location
of equipment and associated components;
• Approximate allowances for clearances required for
all specified supports and seismic control;
• Access/code clearance requirements modeled.",,,143
504,D5020.10 / 21-04 50 20 10 / Ss 70 30 45 45,Electrical Service Entrance,"Includes: Meters, substations, transformers, switchgear, switchboards, and protective devices where electrical power enters structure. ",Associated Masterformat Sections: 26 21 00 / 26 16 00 / 26 11 00 / 26 12 00 / 26 22 00 / 26 13 00 / 22 23 00 / 26 18 00 / 22 28 00 ,100,See D50,,,143
505,D5020.10 / 21-04 50 20 10 / Ss 70 30 45 45,Electrical Service Entrance,"Includes: Meters, substations, transformers, switchgear, switchboards, and protective devices where electrical power enters structure. ",Associated Masterformat Sections: 26 21 00 / 26 16 00 / 26 11 00 / 26 12 00 / 26 22 00 / 26 13 00 / 22 23 00 / 26 18 00 / 22 28 00 ,200,See D5020,,,143
506,D5020.10 / 21-04 50 20 10 / Ss 70 30 45 45,Electrical Service Entrance,"Includes: Meters, substations, transformers, switchgear, switchboards, and protective devices where electrical power enters structure. ",Associated Masterformat Sections: 26 21 00 / 26 16 00 / 26 11 00 / 26 12 00 / 26 22 00 / 26 13 00 / 22 23 00 / 26 18 00 / 22 28 00 ,300,"Inclusions:
• Design-specified size, shape, spacing, location of
equipment, and associated components.
• approximate allowances for clearances required for
all specified supports and seismic control.
• access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1268.png,,143
507,D5020.10 / 21-04 50 20 10 / Ss 70 30 45 45,Electrical Service Entrance,"Includes: Meters, substations, transformers, switchgear, switchboards, and protective devices where electrical power enters structure. ",Associated Masterformat Sections: 26 21 00 / 26 16 00 / 26 11 00 / 26 12 00 / 26 22 00 / 26 13 00 / 22 23 00 / 26 18 00 / 22 28 00 ,350,"Inclusions:
• Actual size, shape, spacing, location of equipment,
and associated components.
• Actual size, shape, spacing, location for supports
and seismic control
• Actual size, shape, and location/connections of
equipment and support structure/pads.
• Actual access/code clearance requirements
modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1274.png,,144
508,D5020.10 / 21-04 50 20 10 / Ss 70 30 45 45,Electrical Service Entrance,"Includes: Meters, substations, transformers, switchgear, switchboards, and protective devices where electrical power enters structure. ",Associated Masterformat Sections: 26 21 00 / 26 16 00 / 26 11 00 / 26 12 00 / 26 22 00 / 26 13 00 / 22 23 00 / 26 18 00 / 22 28 00 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1276.png,,144
493,D50 / 21-04 50 / --,Electrical,,Associated Masterformat Sections: 26 00 00 / 01 86 26 ,100,"Inclusions:
• Diagrammatic or schematic model elements:
• conceptual and/or schematic layout;",,,140
364,D2010.40 / 21-04 20 10 40 / Ss 55 70 38,Domestic Water Piping,"Includes: Piping, valves, and specialties associated with domestic water distribution located within, under, or closely associated with a structure. Includes circulating pumps. May Include: Water service from the structure to the utility water service line. ",Associated Masterformat Sections: 22 11 16 / 22 11 19 ,100,"Inclusions:
• Diagrammatic or schematic elements;
• Conceptual and/or schematic flow diagrams;",,,111
365,D2010.40 / 21-04 20 10 40 / Ss 55 70 38,Domestic Water Piping,"Includes: Piping, valves, and specialties associated with domestic water distribution located within, under, or closely associated with a structure. Includes circulating pumps. May Include: Water service from the structure to the utility water service line. ",Associated Masterformat Sections: 22 11 16 / 22 11 19 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of mains and risers;",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1061.png,,111
366,D2010.40 / 21-04 20 10 40 / Ss 55 70 38,Domestic Water Piping,"Includes: Piping, valves, and specialties associated with domestic water distribution located within, under, or closely associated with a structure. Includes circulating pumps. May Include: Water service from the structure to the utility water service line. ",Associated Masterformat Sections: 22 11 16 / 22 11 19 ,300,"Inclusions:
• Design-specified size, shape, spacing, and location of
pipe, valves, fittings, and insulation for risers, mains,
and branches;
• Approximate allowances for clearances required for all
specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all risers,
mains, and branches;
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1062.png,,111
367,D2010.40 / 21-04 20 10 40 / Ss 55 70 38,Domestic Water Piping,"Includes: Piping, valves, and specialties associated with domestic water distribution located within, under, or closely associated with a structure. Includes circulating pumps. May Include: Water service from the structure to the utility water service line. ",Associated Masterformat Sections: 22 11 16 / 22 11 19 ,350,"Inclusions:
• Actual construction elements;
• Actual size, shape, spacing, and location/connections
of pipe, valves, fittings, and insulation for risers,
mains, and branches;
• Actual size, shape, spacing, and clearances required
for all hangers, supports, vibration and seismic control
that are utilized in the layout of all risers, mains, and
branches;
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1070.png,,112
